word,J,E,P,R,Genesis,Exodus,Leviticus,Numbers,Deuteronomy
נלכה,0,6,0,0,2,4,0,0,3
ונשתחוה,0,1,0,0,1,0,0,0,0
ונשובה,1,1,0,0,1,0,0,1,0
העלה,0,1,40,1,1,9,30,2,0
האש,1,3,10,1,2,1,7,5,13
המאכלת,0,2,0,0,2,0,0,0,0
והעצים,0,1,0,0,1,0,0,0,0
ואיה,0,1,1,0,2,0,0,0,0
השה,0,2,1,0,2,2,0,0,0
ויערך,0,1,1,0,1,1,0,0,0
העצים,0,1,4,0,1,0,4,0,0
ויעקד,0,1,0,0,1,0,0,0,0
ממעל,0,1,4,0,1,3,1,0,2
לעצים,0,1,0,0,1,0,0,0,0
לשחט,0,1,0,0,1,0,0,0,0
תשלח,1,2,0,1,1,3,0,0,1
תעש,0,0,0,1,1,0,0,0,2
מאומה,4,2,0,1,6,0,0,1,2
חשכת,0,0,0,2,2,0,0,0,0
ממני,3,3,1,1,5,1,0,2,2
נאחז,0,0,0,1,1,0,0,0,0
בסבך,0,0,0,1,1,0,0,0,0
בקרניו,0,0,0,1,1,0,0,0,0
האיל,0,0,19,1,1,10,7,2,1
ויעלהו,0,1,0,1,1,0,0,1,0
שנית,0,1,7,1,2,0,6,1,0
בי,5,6,1,2,6,2,1,5,4
נשבעתי,2,3,1,1,2,1,0,2,6
נאם,0,4,1,1,1,0,0,5,0
יען,0,1,1,2,1,0,1,2,1
ברך,2,6,2,1,5,1,0,4,3
אברכך,0,1,0,0,1,0,0,0,0
והרבה,0,1,0,0,1,0,0,0,0
ככוכבי,1,2,0,0,2,1,0,0,3
וכחול,0,1,0,0,1,0,0,0,0
וירש,0,1,1,0,1,0,0,1,0
שער,6,2,16,0,10,5,6,3,2
איביו,0,2,1,0,1,0,0,2,0
והתברכו,1,1,0,0,2,0,0,0,0
בזרעך,1,1,0,0,2,0,0,0,0
בקלי,4,5,0,0,6,3,0,0,0
לנחור,3,0,0,0,3,0,0,0,0
בוז,1,0,0,0,1,0,0,0,0
קמואל,1,0,1,0,1,0,0,1,0
כשד,1,0,0,0,1,0,0,0,0
חזו,1,0,0,0,1,0,0,0,0
פלדש,1,0,0,0,1,0,0,0,0
ידלף,1,0,0,0,1,0,0,0,0
בתואל,3,0,3,0,6,0,0,0,0
ובתואל,2,0,0,0,2,0,0,0,0
רבקה,17,1,4,0,22,0,0,0,0
ופילגשו,1,0,0,0,1,0,0,0,0
ראומה,1,0,0,0,1,0,0,0,0
טבח,2,0,0,0,2,0,0,0,0
גחם,1,0,0,0,1,0,0,0,0
תחש,1,0,6,0,1,0,0,6,0
מעכה,1,0,0,0,1,0,0,0,0
חיי,0,2,7,0,6,3,0,0,0
ותמת,1,2,1,0,4,0,0,1,0
בקרית,0,0,1,0,1,0,0,0,0
חברון,0,1,5,0,4,0,0,2,0
לספד,0,0,1,0,1,0,0,0,0
ולבכתה,0,0,1,0,1,0,0,0,0
ותושב,0,0,3,0,1,0,2,0,0
עמכם,2,8,6,0,5,5,4,2,6
תנו,1,1,2,0,2,2,0,0,0
אחזת,1,0,7,0,3,0,3,2,0
קבר,0,0,10,0,10,0,0,0,0
ואקברה,1,0,2,1,4,0,0,0,0
מתי,2,2,4,0,5,2,0,1,1
ויענו,1,1,2,0,2,1,0,1,0
שמענו,0,1,1,0,2,0,0,0,1
נשיא,1,0,26,0,2,0,1,24,0
בתוכנו,0,0,1,0,1,0,0,0,0
במבחר,0,0,1,0,1,0,0,0,0
קברינו,0,0,1,0,1,0,0,0,0
מתך,0,0,4,0,4,0,0,0,0
קברו,1,1,4,0,5,0,0,1,0
יכלה,1,0,2,0,2,1,0,0,0
מקבר,0,0,1,0,1,0,0,0,0
לעם,4,10,6,1,4,10,4,3,8
לבני,7,4,71,0,9,10,2,61,5
נפשכם,0,0,2,0,1,0,1,0,3
לקבר,2,0,1,0,3,0,0,0,0
שמעוני,0,0,1,0,1,0,0,0,0
ופגעו,0,0,1,0,1,0,0,0,0
בעפרון,0,0,1,0,1,0,0,0,0
צחר,0,0,2,0,2,0,0,0,0
מערת,0,0,3,0,3,0,0,0,0
המכפלה,0,0,5,0,5,0,0,0,0
בקצה,0,2,3,3,1,3,0,4,1
שדהו,1,1,3,0,2,1,2,0,1
מלא,2,3,11,0,4,6,2,3,2
יתננה,0,0,1,0,1,0,0,0,0
בתוככם,0,0,9,1,1,1,7,1,0
ועפרון,0,0,1,0,1,0,0,0,0
עפרון,0,0,6,0,6,0,0,0,0
באזני,2,7,4,0,5,5,0,3,2
באי,0,0,3,0,3,0,0,0,0
עירו,5,0,2,0,7,0,0,0,5
שמעני,0,0,3,0,3,0,0,0,0
והמערה,0,0,4,0,4,0,0,0,0
נתתיה,1,0,2,0,3,0,0,0,1
לעיני,1,2,11,2,3,7,2,4,4
שקל,0,0,22,0,2,3,4,13,0
וישקל,0,0,1,0,1,0,0,0,0
לעפרן,0,0,1,0,1,0,0,0,0
הכסף,6,1,6,0,8,1,1,3,2
לסחר,0,0,1,0,1,0,0,0,0
במכפלה,0,0,1,0,1,0,0,0,0
גבלו,0,0,1,0,1,0,0,0,1
סביב,0,0,54,0,1,30,14,9,0
למקנה,0,0,1,0,1,0,0,0,0
המשל,1,0,0,0,1,0,0,0,0
שים,2,2,0,0,4,0,0,0,0
ירכי,2,0,0,0,2,0,0,0,0
ואשביעך,1,0,0,0,1,0,0,0,0
ואלהי,3,8,1,0,7,4,1,0,0
מבנות,2,0,7,0,8,1,0,0,1
יושב,9,1,0,0,3,1,0,6,4
בקרבו,2,5,0,0,1,4,0,3,1
מולדתי,3,0,0,0,2,0,0,1,0
ולקחת,4,6,17,0,7,16,1,3,4
ליצחק,4,4,3,1,7,3,0,1,7
העבד,10,1,2,0,10,1,0,2,0
תאבה,2,0,0,0,2,0,0,0,1
ההשב,1,0,0,0,1,0,0,0,0
אשיב,1,0,0,0,1,0,0,0,1
יצאת,4,2,0,0,4,2,0,0,2
תשיב,1,0,0,0,1,0,0,0,1
לקחני,1,0,0,0,1,0,0,0,0
ומארץ,2,0,0,0,2,0,0,0,0
נשבע,2,3,0,0,2,2,0,1,22
מלאכו,2,0,0,0,2,0,0,0,0
ונקית,1,0,0,0,1,0,0,0,0
משבעתי,1,0,0,0,1,0,0,0,0
תשב,2,0,5,0,2,0,5,0,1
ירך,1,2,6,1,3,3,1,3,1
אדניו,9,4,2,0,10,5,0,0,2
וישבע,3,2,1,0,5,0,0,1,2
גמלים,2,1,0,0,3,0,0,0,0
מגמלי,1,0,0,0,1,0,0,0,0
נהרים,1,0,0,0,1,0,0,0,1
הגמלים,7,0,0,0,7,0,0,0,0
צאת,1,0,0,0,1,0,0,0,0
השאבת,1,0,0,0,1,0,0,0,0
הקרה,2,0,0,0,2,0,0,0,0
ועשה,3,1,24,1,5,6,11,8,2
חסד,6,3,2,0,6,3,1,1,1
נצב,3,7,0,0,3,2,0,5,0
לשאב,3,0,0,0,3,0,0,0,0
הטי,1,0,0,0,1,0,0,0,0
כדך,1,0,0,0,1,0,0,0,0
ואשתה,1,0,0,0,1,0,0,0,0
ואמרה,3,0,1,0,3,0,0,1,2
שתה,4,1,0,0,4,1,0,0,0
גמליך,2,0,0,0,2,0,0,0,0
אשקה,2,0,0,0,2,0,0,0,0
הכחת,1,0,0,0,1,0,0,0,0
לעבדך,2,2,0,0,3,0,0,1,0
ובה,1,0,0,0,1,0,0,0,0
לבתואל,1,0,0,0,1,0,0,0,0
וכדה,2,0,0,0,2,0,0,0,0
בתולה,1,1,1,0,1,1,1,0,3
ידעה,1,0,0,0,1,0,0,0,0
ותרד,4,0,0,0,3,1,0,0,0
העינה,2,0,0,0,2,0,0,0,0
כדה,4,0,0,0,4,0,0,0,0
ותעל,2,0,3,0,1,4,0,0,0
לקראתה,1,0,0,0,1,0,0,0,0
הגמיאיני,1,0,0,0,1,0,0,0,0
מכדך,2,0,0,0,2,0,0,0,0
ותמהר,3,0,0,0,3,0,0,0,0
ידה,1,0,1,0,1,0,1,0,1
ותשקהו,1,0,0,0,1,0,0,0,0
ותכל,1,0,2,0,1,1,0,1,0
להשקתו,1,0,0,0,1,0,0,0,0
לגמליך,2,0,0,0,2,0,0,0,0
אשאב,2,0,0,0,2,0,0,0,0
כלו,5,2,1,0,4,3,1,0,0
לשתת,2,1,1,0,1,3,0,0,0
ותער,1,0,0,0,1,0,0,0,0
השקת,1,0,0,0,1,0,0,0,0
ותרץ,3,0,0,1,3,0,1,0,0
ותשאב,2,0,0,0,2,0,0,0,0
גמליו,1,0,0,0,1,0,0,0,0
והאיש,1,1,1,0,1,0,0,2,2
משתאה,1,0,0,0,1,0,0,0,0
מחריש,1,0,0,0,1,0,0,0,0
ההצליח,1,0,0,0,1,0,0,0,0
לשתות,3,3,1,1,3,3,0,2,0
נזם,1,0,0,0,1,0,0,0,0
זהב,5,5,105,0,5,93,0,18,1
בקע,1,0,1,0,1,1,0,0,0
משקלו,1,0,0,0,1,0,0,0,0
ושני,2,4,15,3,2,13,3,6,2
צמידים,1,0,0,0,1,0,0,0,0
משקלם,1,0,0,0,1,0,0,0,0
הגידי,1,0,0,0,1,0,0,0,0
היש,4,1,0,0,3,1,0,1,0
ללין,1,0,0,0,1,0,0,0,0
תבן,2,5,0,0,2,5,0,0,0
מספוא,3,0,0,0,3,0,0,0,0
עמנו,4,6,0,0,3,4,0,3,3
ללון,1,0,0,0,1,0,0,0,0
ויקד,1,3,0,0,1,2,0,1,0
עזב,2,1,0,0,2,1,0,0,0
חסדו,1,0,0,0,1,0,0,0,0
ואמתו,1,0,1,0,1,1,0,0,1
מעם,3,10,1,0,5,8,1,0,3
נחני,1,0,0,0,1,0,0,0,0
ותגד,2,0,0,0,2,0,0,0,0
כדברים,4,0,0,0,4,0,0,0,0
ולרבקה,1,0,1,0,2,0,0,0,0
אח,4,0,0,0,4,0,0,0,1
ושמו,3,0,7,0,3,0,1,6,0
לבן,29,15,17,0,48,3,10,0,0
כראת,1,1,0,0,2,0,0,0,0
הנזם,2,0,0,0,2,0,0,0,0
הצמדים,1,0,0,0,1,0,0,0,0
אחתו,5,0,2,0,3,2,2,0,1
וכשמעו,1,0,0,0,1,0,0,0,0
דברי,7,12,1,0,8,7,1,4,23
בוא,3,0,1,0,3,0,1,0,0
פניתי,1,0,0,0,1,0,0,0,0
ומקום,1,0,0,0,1,0,0,0,0
לגמלים,2,0,0,0,2,0,0,0,0
ומספוא,1,0,0,0,1,0,0,0,0
ומים,1,1,1,0,1,1,0,1,3
לרחץ,2,0,0,0,1,1,0,0,0
רגליו,3,1,4,0,4,3,1,0,0
ורגלי,1,0,0,0,1,0,0,0,0
לפניו,8,5,1,0,10,2,0,2,3
לאכל,3,4,2,0,6,3,1,0,3
דברתי,3,5,1,0,4,2,0,3,0
וכסף,2,1,3,0,3,3,0,0,2
ועבדם,1,0,0,0,1,0,0,0,0
זקנתה,1,0,0,0,1,0,0,0,0
וישבעני,1,0,0,0,1,0,0,0,0
בארצו,1,0,0,0,1,0,0,0,1
משפחתי,2,0,0,0,2,0,0,0,0
התהלכתי,1,0,0,0,1,0,0,0,0
והצליח,1,0,0,0,1,0,0,0,0
דרכך,1,1,0,0,1,1,0,0,0
ממשפחתי,1,0,0,0,1,0,0,0,0
תנקה,1,0,0,0,1,0,0,0,0
מאלתי,2,0,0,0,2,0,0,0,0
יתנו,1,0,2,0,1,1,0,1,0
נקי,1,1,0,0,1,1,0,0,4
ואבא,1,1,0,0,1,1,0,0,0
ישך,2,0,0,0,2,0,0,0,1
מצליח,4,0,0,0,4,0,0,0,0
דרכי,2,0,0,0,2,0,0,0,0
עליה,7,5,32,0,8,5,23,8,7
העלמה,2,0,0,0,1,1,0,0,0
היצאת,1,0,0,0,1,0,0,0,0
ואמרתי,1,1,0,0,1,1,0,0,1
השקיני,2,0,0,0,2,0,0,0,0
הכיח,1,0,0,0,1,0,0,0,0
אכלה,2,0,0,0,1,0,0,1,4
לבי,1,0,0,0,1,0,0,0,1
ותורד,1,0,0,0,1,0,0,0,0
מעליה,3,0,0,0,3,0,0,0,1
השקתה,1,0,0,0,1,0,0,0,0
ואשאל,1,0,0,0,1,0,0,0,0
ואשם,1,0,7,0,1,0,7,0,1
והצמידים,1,0,0,0,1,0,0,0,0
ואקד,1,0,0,0,1,0,0,0,0
ואשתחוה,1,0,0,0,1,0,0,0,0
ואברך,1,0,0,0,1,0,0,0,0
הנחני,1,0,0,0,1,0,0,0,0
אמת,1,1,1,0,1,2,0,0,3
לבנו,2,1,0,0,2,1,0,0,1
ישכם,1,0,0,0,1,0,0,0,0
עשים,2,1,1,0,2,2,0,0,1
ואמת,2,1,0,0,2,1,0,0,0
הגידו,2,0,0,0,2,0,0,0,0
ואפנה,1,0,0,0,1,0,0,0,0
ימין,2,1,0,0,1,0,0,2,5
או,5,34,164,17,6,35,137,44,34
שמאל,1,0,0,0,1,0,0,0,0
נוכל,7,0,0,0,5,0,0,2,0
אדניך,2,0,0,0,2,0,0,0,0
דבריהם,2,0,0,0,2,0,0,0,0
כלי,2,4,35,0,4,9,14,15,2
וכלי,1,2,4,0,1,3,2,2,0
ובגדים,1,0,0,0,1,0,0,0,0
לרבקה,3,0,0,0,3,0,0,0,0
ומגדנת,1,0,0,0,1,0,0,0,0
לאחיה,1,0,0,0,1,0,0,0,0
ולאמה,1,0,0,0,1,0,0,0,0
וישתו,3,1,0,0,3,1,0,0,0
והאנשים,4,0,1,0,3,0,0,2,0
וילינו,1,1,0,0,2,0,0,0,0
ויקומו,1,1,0,0,1,0,0,1,0
שלחני,5,5,0,0,4,4,0,2,0
אחיה,2,0,0,0,2,0,0,0,0
ואמה,1,0,15,0,1,14,1,0,1
אתנו,15,4,5,0,15,1,0,8,8
עשור,1,0,0,0,1,0,0,0,0
תאחרו,1,0,0,0,1,0,0,0,0
הצליח,1,0,0,0,1,0,0,0,0
שלחוני,1,0,0,0,1,0,0,0,0
ואלכה,3,2,0,0,4,0,0,1,0
נקרא,1,1,0,0,1,1,0,0,1
לנער,1,0,0,0,1,0,0,0,0
ונשאלה,1,0,0,0,1,0,0,0,0
התלכי,1,0,0,0,1,0,0,0,0
אלך,3,1,0,1,1,1,1,2,2
אחתם,2,0,3,0,3,0,0,2,0
מנקתה,1,0,0,0,1,0,0,0,0
אנשיו,2,0,0,0,1,0,0,1,0
ויברכו,1,0,1,0,1,0,1,0,0
אחתנו,2,0,0,0,2,0,0,0,0
היי,1,0,0,0,1,0,0,0,0
לאלפי,1,0,1,0,1,0,0,1,0
רבבה,1,0,1,0,1,0,1,0,1
ויירש,2,0,0,0,1,0,0,1,0
שנאיו,1,0,0,0,1,0,0,0,0
ונערתיה,2,0,0,0,1,1,0,0,0
ותרכבנה,1,0,0,0,1,0,0,0,0
ותלכנה,1,0,0,0,1,0,0,0,0
מבוא,1,0,0,0,1,0,0,0,1
לשוח,1,0,0,0,1,0,0,0,0
לפנות,1,0,1,0,1,1,0,0,1
ותפל,1,0,0,0,1,0,0,0,0
הלזה,2,0,0,0,2,0,0,0,0
לקראתנו,1,0,0,0,1,0,0,0,3
הצעיף,1,0,0,0,1,0,0,0,0
ותתכס,1,0,0,0,1,0,0,0,0
ויספר,4,4,0,0,6,2,0,0,0
ויאהבה,1,0,0,0,1,0,0,0,0
קטורה,0,2,0,0,2,0,0,0,1
זמרן,0,1,0,0,1,0,0,0,0
יקשן,0,1,0,0,1,0,0,0,0
מדן,0,1,0,0,1,0,0,0,0
מדין,3,6,6,0,3,4,0,8,0
ישבק,0,1,0,0,1,0,0,0,0
שוח,0,1,0,0,1,0,0,0,0
ויקשן,0,1,0,0,1,0,0,0,0
דדן,0,2,0,0,2,0,0,0,0
אשורם,0,1,0,0,1,0,0,0,0
ולטושים,0,1,0,0,1,0,0,0,0
ולאמים,0,1,0,0,1,0,0,0,0
עיפה,0,1,0,0,1,0,0,0,0
וחנך,0,1,0,0,1,0,0,0,0
ואבידע,0,1,0,0,1,0,0,0,0
ואלדעה,0,1,0,0,1,0,0,0,0
ולבני,0,0,6,1,1,1,0,5,1
הפילגשים,0,0,0,1,1,0,0,0,0
מתנת,0,0,1,1,1,1,0,0,0
וישלחם,1,0,0,1,2,0,0,0,0
בעודנו,0,0,0,1,1,0,0,0,0
קדמה,0,0,12,1,1,2,2,8,0
קדם,1,1,0,1,2,0,0,1,2
ויאסף,3,2,4,0,7,0,0,3,1
עמיו,0,0,4,0,4,0,0,1,1
ויקברו,0,0,3,0,3,0,0,0,0
עפרן,0,0,3,0,3,0,0,0,0
תלדת,0,0,0,1,1,0,0,0,0
בשמתם,1,0,2,0,2,0,0,1,0
בכר,0,1,7,0,3,1,0,4,0
נבית,0,0,1,0,1,0,0,0,0
וקדר,0,0,1,0,1,0,0,0,0
ואדבאל,0,0,1,0,1,0,0,0,0
ומבשם,0,0,1,0,1,0,0,0,0
ומשמע,0,0,1,0,1,0,0,0,0
ודומה,0,0,1,0,1,0,0,0,0
ומשא,0,0,1,0,1,0,0,0,0
חדד,0,0,1,0,1,0,0,0,0
ותימא,0,0,1,0,1,0,0,0,0
יטור,0,0,1,0,1,0,0,0,0
נפיש,0,0,1,0,1,0,0,0,0
שמתם,0,0,4,0,1,2,0,1,0
בחצריהם,0,0,1,0,1,0,0,0,0
ובטירתם,0,0,1,0,1,0,0,0,0
לאמתם,0,0,1,0,1,0,0,0,0
וישכנו,0,0,1,0,1,0,0,0,0
מחוילה,0,0,1,0,1,0,0,0,0
אשורה,0,0,1,0,1,0,0,0,0
נפל,0,2,1,0,1,0,0,2,1
בקחתו,0,0,1,0,1,0,0,0,0
הארמי,0,2,3,0,5,0,0,0,0
מפדן,0,0,2,1,4,0,0,0,0
אחות,0,1,7,0,3,2,3,0,0
ויעתר,2,2,0,0,2,2,0,0,0
לנכח,2,0,0,0,2,0,0,0,0
ויתרצצו,1,0,0,0,1,0,0,0,0
הבנים,1,0,0,0,1,0,0,0,2
לדרש,1,1,0,0,1,1,0,0,0
בבטנך,1,0,0,0,1,0,0,0,0
לאמים,2,0,0,0,2,0,0,0,0
יפרדו,1,0,0,0,1,0,0,0,0
ולאם,1,0,0,0,1,0,0,0,0
מלאם,1,0,0,0,1,0,0,0,0
יאמץ,1,0,0,0,1,0,0,0,0
ורב,3,2,0,0,2,2,0,1,4
יעבד,1,1,3,0,1,1,1,2,1
צעיר,1,0,0,0,1,0,0,0,0
וימלאו,2,1,1,0,3,1,0,0,0
ימיה,1,0,0,0,1,0,0,0,0
תומם,1,0,0,0,1,0,0,0,0
בבטנה,2,0,0,0,2,0,0,0,0
הראשון,3,3,10,6,4,5,6,8,3
אדמוני,1,0,0,0,1,0,0,0,0
כאדרת,1,0,0,0,1,0,0,0,0
וידו,1,0,0,0,1,0,0,0,0
בעקב,1,0,0,0,1,0,0,0,0
יעקב,65,57,28,2,146,8,0,3,3
ששים,1,0,7,0,2,0,2,4,1
ויגדלו,1,0,0,0,1,0,0,0,0
ויעקב,4,5,1,0,9,1,0,0,0
תם,2,0,3,0,2,0,1,2,1
אהלים,1,0,0,0,1,0,0,0,0
ויאהב,4,0,0,0,4,0,0,0,0
בפיו,1,2,0,0,1,1,0,1,1
ורבקה,3,0,0,0,3,0,0,0,0
ויזד,1,0,0,0,1,0,0,0,0
נזיד,1,0,0,0,1,0,0,0,0
עיף,2,0,0,0,2,0,0,0,1
הלעיטני,1,0,0,0,1,0,0,0,0
אדום,10,1,8,2,12,1,0,9,0
מכרה,1,0,0,0,1,0,0,0,0
כיום,3,0,0,0,3,0,0,0,6
בכרתך,1,0,0,0,1,0,0,0,0
למות,2,4,4,0,2,2,0,5,2
בכרה,1,0,0,0,1,0,0,0,0
וימכר,1,0,0,0,1,0,0,0,0
בכרתו,1,0,0,0,1,0,0,0,0
ליעקב,5,13,5,0,23,0,0,1,1
לעשו,3,2,2,0,7,0,0,0,1
ונזיד,1,0,0,0,1,0,0,0,0
עדשים,1,0,0,0,1,0,0,0,0
ויבז,1,0,0,0,1,0,0,0,0
הבכרה,1,0,0,0,1,0,0,0,1
מלבד,1,0,6,12,2,0,2,15,1
אבימ,1,0,0,0,1,0,0,0,0
תרד,1,0,0,0,1,0,0,0,1
גור,2,0,0,0,2,0,0,0,1
ואהיה,2,0,0,0,2,0,0,0,0
הארצת,2,0,0,0,2,0,0,0,0
וישמר,1,0,0,0,1,0,0,0,0
משמרתי,1,0,2,0,1,0,2,0,0
מצותי,1,0,6,0,1,2,3,1,2
חקותי,1,0,0,0,1,0,0,0,0
ותורתי,1,0,1,0,1,1,0,0,0
וישאלו,1,3,0,0,1,3,0,0,0
לאשתו,1,0,1,0,1,0,0,1,0
טובת,1,0,0,0,1,0,0,0,0
ארכו,1,0,9,0,1,9,0,0,0
החלון,1,0,0,0,1,0,0,0,0
ואיך,3,0,1,1,3,2,0,0,0
אמות,3,0,11,0,3,10,0,1,3
כמעט,1,0,0,0,1,0,0,0,0
שכב,2,2,2,0,2,1,1,2,7
והבאת,2,1,6,0,2,6,1,0,0
אשם,1,0,7,0,1,0,6,1,0
הנגע,1,0,54,0,1,3,48,3,0
ובאשתו,1,0,0,0,1,0,0,0,0
יומת,1,6,23,0,1,10,9,10,3
ויזרע,1,0,0,0,1,0,0,0,0
וימצא,3,1,0,0,4,0,0,0,0
שערים,1,0,2,0,1,0,1,1,0
וגדל,1,0,0,0,1,0,0,0,0
גדל,2,0,1,0,2,0,0,1,2
ועבדה,1,0,1,0,1,0,0,1,0
ויקנאו,2,0,0,0,2,0,0,0,0
הבארת,1,0,0,0,1,0,0,0,0
חפרו,3,0,0,0,3,0,0,0,0
סתמום,1,0,0,0,1,0,0,0,0
וימלאום,1,0,0,0,1,0,0,0,0
מעמנו,1,0,0,0,1,0,0,0,0
עצמת,1,0,0,0,1,0,0,0,0
ויחן,1,0,0,0,2,1,0,0,0
בנחל,2,0,0,1,2,0,0,1,3
ויחפר,2,0,0,0,2,0,0,0,0
ויסתמום,1,0,0,0,1,0,0,0,0
כשמת,1,0,0,0,1,0,0,0,0
ויחפרו,2,1,0,0,2,1,0,0,1
ויריבו,2,0,0,0,2,0,0,0,0
עשק,1,0,2,0,1,0,2,0,0
התעשקו,1,0,0,0,1,0,0,0,0
אחרת,3,1,0,0,2,1,0,1,1
שטנה,1,0,0,0,1,0,0,0,0
רבו,1,0,1,0,1,0,0,1,0
רחבות,1,0,0,0,1,0,0,0,0
הרחיב,1,0,0,0,1,0,0,0,0
ופרינו,1,0,0,0,1,0,0,0,0
וברכתיך,1,1,0,0,1,1,0,0,0
אהלו,1,5,1,0,3,3,0,1,0
ויכרו,1,0,0,0,1,0,0,0,0
מגרר,1,0,0,0,1,0,0,0,0
ואחזת,1,0,0,0,1,0,0,0,0
מרעהו,2,0,0,0,2,0,0,0,0
מדוע,3,4,1,0,2,5,1,0,0
באתם,3,1,0,2,4,1,0,1,1
שנאתם,1,0,0,0,1,0,0,0,0
ותשלחוני,1,0,0,0,1,0,0,0,0
מאתכם,1,0,2,0,1,1,0,1,0
ראינו,3,1,1,0,2,0,0,3,2
ונאמר,5,0,0,0,5,0,0,0,0
בינותינו,1,0,0,0,1,0,0,0,0
בינינו,1,1,0,0,2,0,0,0,0
נגענוך,1,0,0,0,1,0,0,0,0
וכאשר,2,2,0,0,1,2,0,1,1
עשינו,2,0,0,0,1,1,0,0,1
ונשלחך,1,0,0,0,1,0,0,0,0
וישכימו,1,1,0,0,1,1,0,0,0
וישבעו,1,0,0,0,1,0,0,0,0
ויגדו,2,0,0,0,2,0,0,0,0
מצאנו,3,0,1,0,3,0,0,1,0
יהודית,0,0,1,0,1,0,0,0,0
בארי,0,0,1,0,1,0,0,0,0
בשמת,0,0,6,0,5,0,0,1,0
אילן,0,0,1,0,1,0,0,0,0
ותהיין,0,0,1,0,1,0,0,0,0
מרת,0,0,1,0,1,0,0,0,0
ותכהין,1,0,0,0,1,0,0,0,0
מראת,1,0,0,0,1,0,0,0,0
מותי,2,0,0,0,2,0,0,0,2
כליך,1,0,0,0,1,0,0,0,1
תליך,1,0,0,0,1,0,0,0,0
וקשתך,1,0,0,0,1,0,0,0,0
וצא,1,1,0,0,1,1,0,0,0
וצודה,1,0,0,0,1,0,0,0,0
מטעמים,5,0,0,0,5,0,0,0,0
אהבתי,1,1,0,0,1,1,0,0,0
והביאה,1,0,3,0,1,0,3,0,0
ואכלה,4,0,3,0,4,0,1,2,1
תברכך,2,0,0,0,2,0,0,0,0
בטרם,3,2,1,0,4,1,1,0,1
בדבר,2,3,1,0,1,3,0,2,1
לצוד,1,0,0,0,1,0,0,0,0
להביא,2,0,3,0,1,2,0,2,1
מדבר,2,3,4,1,3,6,0,4,5
הביאה,1,0,0,0,1,0,0,0,0
ואברככה,1,0,0,0,1,0,0,0,0
לאשר,3,0,6,0,3,1,3,2,0
מצוה,1,0,1,0,1,0,0,1,11
וקח,1,2,2,0,3,1,0,1,0
גדיי,2,0,0,0,2,0,0,0,0
עזים,3,1,22,8,4,2,6,22,1
טבים,1,0,0,0,1,0,0,0,0
ואעשה,2,2,0,0,2,1,0,1,2
לאביך,2,0,0,0,2,0,0,0,0
אהב,2,1,0,0,4,0,0,0,1
בעבר,3,1,0,0,3,1,0,0,9
יברכך,1,0,1,0,1,0,0,1,8
מותו,2,1,0,0,2,0,0,0,1
חלק,1,1,1,0,2,0,0,1,9
ימשני,1,0,0,0,1,0,0,0,0
בעיניו,3,2,3,0,4,1,3,0,2
כמתעתע,1,0,0,0,1,0,0,0,0
והבאתי,1,0,3,1,1,1,3,0,0
קללה,1,0,0,0,1,0,0,0,0
קללתך,1,0,0,0,1,0,0,0,0
לאמו,2,0,1,0,2,0,1,0,0
ותעש,1,1,0,0,2,0,0,0,0
בגדי,3,1,22,0,4,16,6,0,0
החמדת,1,0,0,0,1,0,0,0,0
בבית,10,3,11,0,12,2,9,1,0
ותלבש,2,0,0,0,2,0,0,0,0
ערת,1,0,5,0,1,5,0,0,0
העזים,3,0,3,0,3,2,1,0,0
הלבישה,1,0,0,0,1,0,0,0,0
ידיו,3,2,3,0,4,1,1,1,3
חלקת,1,1,0,0,2,0,0,0,1
צואריו,4,0,0,0,4,0,0,0,0
המטעמים,1,0,0,0,1,0,0,0,0
הלחם,2,1,6,0,2,5,2,0,1
עשתה,1,0,0,0,1,0,0,0,1
ביד,5,5,19,7,6,10,6,15,8
בכרך,2,1,0,0,2,1,0,0,0
שבה,2,1,0,0,2,1,0,0,0
מצידי,1,0,0,0,1,0,0,0,0
תברכני,2,0,0,0,2,0,0,0,0
מהרת,1,0,0,0,1,0,0,0,0
אלהיך,1,7,9,0,2,11,4,0,235
גשה,2,0,0,0,2,0,0,0,0
ואמשך,1,0,0,0,1,0,0,0,0
האתה,1,0,0,0,1,0,0,0,0
וימשהו,1,0,0,0,1,0,0,0,0
הקל,1,0,0,0,1,0,0,0,0
והידים,1,0,0,0,1,0,0,0,0
הכירו,1,0,0,0,1,0,0,0,0
כידי,1,0,0,0,1,0,0,0,0
שערת,1,0,0,0,1,0,0,0,0
הגשה,1,0,0,0,1,0,0,0,0
מציד,2,0,0,0,2,0,0,0,0
ושקה,1,0,0,0,1,0,0,0,0
וישק,6,4,0,0,5,5,0,0,0
בגדיו,1,1,36,0,2,1,28,7,0
כריח,1,0,0,0,1,0,0,0,0
ברכו,2,0,0,0,2,0,0,0,0
מטל,1,0,0,0,1,0,0,0,1
ומשמני,1,0,0,0,1,0,0,0,0
דגן,1,0,0,0,1,0,0,0,2
ותירש,2,0,0,0,2,0,0,0,0
יעבדוך,1,0,0,0,1,0,0,0,0
הוה,1,0,0,0,1,0,0,0,0
גביר,2,0,0,0,2,0,0,0,0
וישתחוו,3,6,0,0,5,3,0,1,1
אמך,1,0,9,0,3,1,6,0,2
ארריך,1,0,0,0,1,0,0,0,0
