verse_id,syntax_signature,source
Tanakh.Torah.Exodus.35.28,0:case:acc->2|1:punct->0|2:root->-1|3:case:acc->5|4:punct->5|5:conj->2|6:nmod->2|7:conj->6|8:compound:smixut->7|9:conj->6|10:compound:smixut->9|11:punct->0,P
Tanakh.Torah.Exodus.35.29,0:det->2|1:punct->0|2:nsubj->19|3:conj->2|4:mark->5|5:acl:relcl->2|6:obj->5|7:nsubj->8|8:acl:relcl->2|9:det->11|10:punct->9|11:obl->8|12:mark->13|13:acl:relcl->11|14:nsubj->13|15:xcomp->13|16:obl->15|17:punct->18|18:compound:smixut->16|19:root->-1|20:nmod:npmod->22|21:punct->20|22:compound:smixut->20|23:obj->19|24:obl->19|25:punct->2,P
Tanakh.Torah.Exodus.35.30,0:obj->6|1:nsubj->0|2:case->4|3:punct->4|4:nsubj->0|5:compound:smixut->4|6:root->-1|7:parataxis->0|8:nsubj->7|9:obl->7|10:compound:smixut->9|11:flat->10|12:punct->13|13:compound:smixut->11|14:flat->10|15:punct->13|16:compound:smixut->14|17:nmod->18|18:compound:smixut->17|19:punct->6,P
Tanakh.Torah.Exodus.35.31,0:root->-1|1:obj->0|2:obj->0|3:compound:smixut->2|4:obl->0|5:obl->0|6:conj->5|7:conj->5|8:punct->7|9:conj->5|10:punct->0,P
Tanakh.Torah.Exodus.35.32,0:root->-1|1:obj->0|2:advcl->0|3:obl->2|4:conj->3|5:conj->3|6:punct->0,P
Tanakh.Torah.Exodus.35.33,0:root->-1|1:compound:smixut->0|2:acl->1|3:conj->1|4:compound:smixut->3|5:acl->3|6:det->8|7:punct->8|8:obl->5|9:compound:smixut->8|10:punct->6,P
Tanakh.Torah.Exodus.35.34,0:obl->1|1:root->-1|2:obl->1|3:nsubj->1|4:conj->3|5:flat:name->4|6:punct->5|7:compound:smixut->5|8:nmod->4|9:punct->10|10:compound:smixut->8|11:punct->1,P
Tanakh.Torah.Exodus.35.35,0:root->-1|1:nsubj->0|2:appos->1|3:punct->2|4:compound:smixut->2|5:xcomp->0|6:det->8|7:punct->8|8:obj->5|9:compound:smixut->8|10:punct->9|11:conj->9|12:conj->11|13:nmod->8|14:conj->13|15:nmod->13|16:compound:smixut->15|17:conj->15|18:conj->15|19:parataxis->11|20:det->22|21:punct->20|22:obj->19|23:conj->22|24:compound:smixut->23|25:punct->0,P
Tanakh.Torah.Exodus.36.1,0:root->-1|1:nsubj->0|2:conj->1|3:det->5|4:dep->5|5:conj->1|6:amod->5|7:punct->8|8:compound:smixut->5|9:mark->10|10:acl:relcl->5|11:nsubj->10|12:obj->10|13:conj->12|14:conj->12|15:acl:relcl->12|16:xcomp->15|17:case:acc->19|18:punct->19|19:det->21|20:punct->19|21:obj->16|22:obj->16|23:compound:smixut->22|24:det->23|25:mark->27|26:punct->27|27:conj->21|28:nsubj->27|29:punct->0,P
Tanakh.Torah.Exodus.36.2,0:root->-1|1:nsubj->0|2:flat->4|3:punct->2|4:obj->0|5:conj->4|6:punct->5|7:obl->0|8:case->11|9:det->11|10:punct->11|11:conj->0|12:compound:smixut->11|13:punct->14|14:compound:smixut->11|15:mark->16|16:acl:relcl->11|17:nsubj->16|18:obj->0|19:obl->22|20:det->18|21:mark->22|22:acl:relcl->11|23:nsubj->22|24:obl->22|25:case->27|26:punct->27|27:compound:smixut->28|28:conj->29|29:nmod->24|30:punct->0,P
Tanakh.Torah.Exodus.36.3,0:root->-1|1:case->2|2:obl->0|3:case:acc->6|4:det->6|5:punct->4|6:obj->0|7:mark->8|8:acl:relcl->6|9:nsubj->8|10:compound:smixut->9|11:obl->8|12:compound:smixut->11|13:compound:smixut->12|14:obl->8|15:obj->17|16:nsubj->17|17:conj->0|18:obl->17|19:det->20|20:obj->17|21:obl->17|22:obl->17|23:punct->0,P
Tanakh.Torah.Exodus.36.4,0:root->-1|1:det->3|2:punct->1|3:nsubj->0|4:acl:relcl->3|5:case:acc->8|6:det->8|7:punct->8|8:obj->0|9:compound:smixut->8|10:appos->9|11:punct->12|12:compound:smixut->10|13:obl->0|14:mark->17|15:punct->12|16:cop->17|17:appos->0|18:punct->17,P
Tanakh.Torah.Exodus.36.5,0:root->-1|1:case->3|2:punct->3|3:obl->0|4:xcomp->0|5:parataxis->0|6:nsubj->5|7:xcomp->5|8:det->9|9:obj->7|10:obl->7|11:mark->13|12:punct->13|13:conj->9|14:nsubj->13|15:obl->13|16:obj->15|17:punct->13,P
Tanakh.Torah.Exodus.36.6,0:root->-1|1:obj->0|2:conj->0|3:obj->2|4:obl->2|5:xcomp->0|6:obj->2|7:conj->6|8:advmod->10|9:punct->8|10:parataxis->0|11:punct->13|12:det->13|13:obj->10|14:nmod->13|15:compound:smixut->14|16:conj->14|17:nsubj->16|18:nmod->14|19:punct->0,P
Tanakh.Torah.Exodus.36.7,0:nsubj->1|1:root->-1|2:nsubj->1|3:det->5|4:punct->5|5:obl->1|6:acl->5|7:obl->6|8:conj->6|9:punct->1,P
Tanakh.Torah.Exodus.36.8,0:root->-1|1:det->3|2:punct->5|3:obj->0|4:punct->5|5:compound:smixut->3|6:obl->0|7:compound:smixut->6|8:case:acc->10|9:punct->10|10:obj->0|11:nummod->12|12:obj->0|13:nummod->12|14:appos->12|15:conj->13|16:conj->13|17:conj->21|18:dep->21|19:nmod->18|20:nsubj->22|21:compound:smixut->20|22:compound:smixut->20|23:nsubj->22|24:punct->22,P
Tanakh.Torah.Exodus.36.9,0:root->-1|1:nsubj->0|2:nummod->1|3:appos->2|4:conj->3|5:conj->3|6:conj->0|7:nummod->8|8:dep->6|9:nsubj->6|10:nmod:npmod->9|11:dep->10|12:nummod->11|13:advmod->11|14:punct->15|15:nmod->11|16:punct->0,P
Tanakh.Torah.Exodus.36.10,0:root->-1|1:case:acc->4|2:punct->4|3:nummod->4|4:obj->0|5:nummod->4|6:case->8|7:punct->6|8:nummod->4|9:nummod->10|10:conj->4|11:compound:smixut->10|12:nummod->10|13:case->15|14:punct->13|15:nummod->4|16:punct->0,P
Tanakh.Torah.Exodus.36.11,0:root->-1|1:obl->0|2:compound:smixut->1|3:case->4|4:obl->0|5:compound:smixut->4|6:nmod:npmod->4|7:nmod->6|8:obl->10|9:advmod->10|10:parataxis->0|11:obl->10|12:compound:smixut->11|13:compound:smixut->14|14:obl->10|15:amod->14|16:punct->10,P
Tanakh.Torah.Exodus.36.12,0:nummod->2|1:obl->2|2:root->-1|3:obl->2|4:nummod->3|5:conj->4|6:obl->4|7:parataxis->2|8:obl->7|9:compound:smixut->8|10:mark->13|11:obl->7|12:amod->11|13:parataxis->7|14:nsubj->13|15:nsubj->13|16:case->18|17:punct->16|18:obl->13|19:punct->13,P
Tanakh.Torah.Exodus.36.13,0:root->-1|1:nummod->2|2:obj->0|3:compound:smixut->2|4:conj->0|5:case:acc->7|6:punct->7|7:obj->4|8:nummod->7|9:case->11|10:punct->9|11:nmod->7|12:nmod->8|13:conj->0|14:nsubj->4|15:nummod->13|16:punct->13,P
Tanakh.Torah.Exodus.36.14,0:root->-1|1:obj->0|2:compound:smixut->1|3:obl->0|4:case->6|5:punct->4|6:nmod->3|7:amod->6|8:punct->9|9:compound:smixut->7|10:appos->3|11:compound:smixut->10|12:nsubj->11|13:punct->0,P
Tanakh.Torah.Exodus.36.15,0:root->-1|1:nsubj->0|2:dep->0|3:nummod->6|4:nmod->2|5:nummod->6|6:conj->2|7:conj->0|8:compound:smixut->7|9:nmod:npmod->8|10:dep->7|11:nummod->10|12:nummod->10|13:compound:smixut->12|14:appos->10|15:punct->0,P
Tanakh.Torah.Exodus.36.16,0:root->-1|1:case:acc->5|2:punct->5|3:nummod->4|4:compound:smixut->0|5:obj->0|6:case->9|7:punct->6|8:nummod->9|9:conj->4|10:advmod->0|11:punct->0,P
Tanakh.Torah.Exodus.36.17,0:root->-1|1:obl->0|2:nummod->1|3:case->4|4:obl->0|5:compound:smixut->4|6:compound:smixut->4|7:obl->0|8:conj->7|9:obl->10|10:parataxis->0|11:case->13|12:punct->11|13:obl->10|14:compound:smixut->13|15:amod->14|16:amod->15|17:punct->10,P
Tanakh.Torah.Exodus.36.18,0:root->-1|1:obj->0|2:compound:smixut->1|3:nummod->2|4:xcomp->0|5:case:acc->7|6:punct->7|7:obj->4|8:dep->4|9:nummod->8|10:punct->0,P
Tanakh.Torah.Exodus.36.19,0:root->-1|1:obj->0|2:obl->0|3:obj->2|4:compound:smixut->3|5:nmod->4|6:conj->4|7:compound:smixut->6|8:flat->7|9:obl->8|10:punct->0,P
Tanakh.Torah.Exodus.36.20,0:root->-1|1:case:acc->3|2:punct->3|3:compound:smixut->4|4:obl->0|5:appos->4|6:compound:smixut->5|7:compound:smixut->5|8:punct->0,P
Tanakh.Torah.Exodus.36.21,0:nummod->1|1:nsubj->2|2:root->-1|3:nsubj->2|4:nsubj->7|5:conj->1|6:compound:smixut->5|7:conj->2|8:nsubj->7|9:amod->8|10:punct->2,P
Tanakh.Torah.Exodus.36.22,0:nummod->1|1:nsubj->4|2:nmod->1|3:nummod->2|4:root->-1|5:dep->4|6:case->8|7:punct->6|8:nmod->5|9:advmod->10|10:parataxis->4|11:det->12|12:obl->10|13:compound:smixut->12|14:punct->10,P
Tanakh.Torah.Exodus.36.23,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:obl->0|5:nummod->6|6:compound:smixut->7|7:nmod->6|8:flat->7|9:flat->7|10:punct->0,P
Tanakh.Torah.Exodus.36.24,0:nummod->3|1:parataxis->4|2:punct->3|3:obj->4|4:root->-1|5:case->9|6:nummod->9|7:parataxis->4|8:nummod->9|9:parataxis->4|10:case->15|11:punct->12|12:appos->9|13:nummod->9|14:nummod->15|15:appos->13|16:nummod->17|17:conj->14|18:case->15|19:punct->18|20:dep->15|21:nummod->20|22:nummod->23|23:obl->21|24:punct->4,P
Tanakh.Torah.Exodus.36.25,0:obl->5|1:compound:smixut->0|2:amod->1|3:nmod->1|4:compound:smixut->3|5:root->-1|6:nummod->7|7:obj->5|8:punct->5,P
Tanakh.Torah.Exodus.36.26,0:nummod->2|1:nsubj->2|2:root->-1|3:nummod->4|4:dep->2|5:case->9|6:dep->2|7:nummod->4|8:nummod->9|9:dep->2|10:case->11|11:dep->9|12:nummod->11|13:punct->2,P
Tanakh.Torah.Exodus.36.27,0:nsubj->3|1:compound:smixut->0|2:flat->1|3:root->-1|4:nummod->5|5:obj->3|6:punct->3,P
Tanakh.Torah.Exodus.36.28,0:nummod->1|1:obj->2|2:root->-1|3:obl->2|4:compound:smixut->3|5:obl->2|6:punct->2,P
Tanakh.Torah.Exodus.36.29,0:conj->1|1:root->-1|2:obl->1|3:conj->1|4:cop->5|5:xcomp->1|6:case->8|7:punct->8|8:advmod->5|9:case->11|10:punct->9|11:nmod->8|12:nmod:npmod->11|13:advmod->14|14:conj->5|15:obl->14|16:nummod->11|17:obl->14|18:punct->14,P
Tanakh.Torah.Exodus.36.30,0:cop->4|1:nsubj->0|2:dep->1|3:conj->2|4:root->-1|5:nummod->7|6:compound:smixut->5|7:dep->4|8:nummod->9|9:dep->4|10:nummod->9|11:dep->4|12:case->13|13:dep->11|14:nummod->13|15:punct->13,P
Tanakh.Torah.Exodus.36.31,0:root->-1|1:obl->0|2:compound:smixut->1|3:compound:smixut->2|4:nummod->2|5:obl->0|6:nmod->8|7:punct->8|8:compound:smixut->5|9:nmod:npmod->8|10:punct->8,P
Tanakh.Torah.Exodus.36.32,0:nummod->1|1:root->-1|2:nmod->1|3:compound:smixut->2|4:punct->5|5:compound:smixut->3|6:amod->5|7:nummod->8|8:obl->7|9:nmod->8|10:compound:smixut->9|11:nmod->8|12:compound:smixut->11|13:punct->1,P
Tanakh.Torah.Exodus.36.33,0:conj->4|1:case:acc->3|2:punct->3|3:obj->0|4:root->-1|5:obl->4|6:case->10|7:obl->5|8:case->10|9:punct->8|10:obl->4|11:case->13|12:punct->11|13:obl->4|14:punct->4,P
Tanakh.Torah.Exodus.36.34,0:case:acc->2|1:punct->2|2:conj->3|3:root->-1|4:xcomp->3|5:case:acc->7|6:punct->7|7:obj->8|8:conj->3|9:obj->8|10:compound:smixut->9|11:obl->8|12:conj->8|13:case:acc->15|14:punct->15|15:obj->12|16:obj->12|17:punct->3,P
Tanakh.Torah.Exodus.36.35,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:compound:smixut->3|5:conj->4|6:conj->7|7:dep->0|8:conj->7|9:advcl->12|10:obj->9|11:nsubj->12|12:parataxis->0|13:nsubj->12|14:obl->12|15:punct->12,P
Tanakh.Torah.Exodus.36.36,0:root->-1|1:obl->0|2:nummod->3|3:obj->0|4:compound:smixut->3|5:conj->4|6:obj->4|7:conj->6|8:nsubj->7|9:conj->8|10:obl->9|11:nummod->14|12:obj->9|13:punct->14|14:obj->9|15:punct->0,P
Tanakh.Torah.Exodus.36.37,0:root->-1|1:obj->0|2:nmod->1|3:compound:smixut->2|4:appos->3|5:conj->4|6:conj->7|7:amod->6|8:conj->7|9:conj->0|10:nsubj->9|11:compound:smixut->10|12:punct->0,P
Tanakh.Torah.Exodus.36.38,0:case:acc->2|1:punct->2|2:root->-1|3:nummod->2|4:case:acc->6|5:punct->6|6:conj->3|7:conj->8|8:nsubj->7|9:conj->10|10:xcomp->8|11:conj->10|12:nummod->10|13:nmod->10|14:punct->13,P
Tanakh.Torah.Exodus.37.1,0:root->-1|1:nsubj->0|2:case:acc->4|3:punct->4|4:obj->0|5:appos->4|6:compound:smixut->5|7:amod->5|8:conj->9|9:compound:smixut->5|10:nsubj->12|11:conj->9|12:conj->0|13:nsubj->15|14:conj->15|15:conj->0|16:punct->0,P
Tanakh.Torah.Exodus.37.2,0:root->-1|1:obj->0|2:amod->1|3:obl->0|4:conj->3|5:conj->0|6:obl->5|7:obj->5|8:compound:smixut->7|9:advmod->7|10:punct->5,P
Tanakh.Torah.Exodus.37.3,0:root->-1|1:obl->0|2:nummod->3|3:obj->0|4:compound:smixut->3|5:case->7|6:nummod->7|7:nmod->3|8:nummod->9|9:conj->3|10:case->12|11:punct->10|12:nmod->9|13:nummod->9|14:nummod->15|15:conj->3|16:case->18|17:punct->16|18:nmod->15|19:amod->18|20:punct->0,P
Tanakh.Torah.Exodus.37.4,0:root->-1|1:obj->0|2:obj->0|3:compound:smixut->2|4:conj->0|5:obj->4|6:obj->4|7:punct->0,P
Tanakh.Torah.Exodus.37.5,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:obl->0|5:case->6|6:obl->0|7:compound:smixut->6|8:acl->6|9:case:acc->11|10:punct->11|11:obj->8|12:punct->0,P
Tanakh.Torah.Exodus.37.6,0:root->-1|1:obj->0|2:compound:smixut->1|3:amod->2|4:amod->2|5:conj->6|6:compound:smixut->5|7:conj->6|8:conj->6|9:amod->8|10:punct->0,P
Tanakh.Torah.Exodus.37.7,0:root->-1|1:nsubj->0|2:obl->0|3:appos->1|4:det->3|5:dep->0|6:nsubj->5|7:nummod->8|8:obj->5|9:compound:smixut->8|10:punct->0,P
Tanakh.Torah.Exodus.37.8,0:nsubj->13|1:punct->0|2:dep->0|3:nmod->2|4:nmod->2|5:conj->0|6:punct->5|7:nummod->5|8:nmod->5|9:det->7|10:case->12|11:punct->12|12:compound:smixut->9|13:root->-1|14:case:acc->16|15:punct->16|16:obj->13|17:obl->13,P
Tanakh.Torah.Exodus.37.9,0:root->-1|1:nsubj->0|2:nsubj->0|3:nsubj->0|4:advmod->5|5:nsubj->0|6:obl->5|7:case->9|8:punct->7|9:obl->5|10:nsubj->18|11:dep->10|12:case->14|13:punct->12|14:nmod->11|15:case->17|16:punct->15|17:nmod->11|18:cop->5|19:nsubj->18|20:compound:smixut->19|21:punct->0,P
Tanakh.Torah.Exodus.37.10,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:obj->0|5:compound:smixut->4|6:amod->4|7:compound:smixut->4|8:conj->7|9:conj->0|10:nsubj->12|11:conj->12|12:conj->0|13:punct->12,P
Tanakh.Torah.Exodus.37.11,0:root->-1|1:obj->0|2:obj->0|3:amod->2|4:conj->0|5:obl->4|6:obj->4|7:compound:smixut->6|8:advmod->6|9:punct->4,P
Tanakh.Torah.Exodus.37.12,0:root->-1|1:obl->0|2:obj->0|3:compound:smixut->2|4:advmod->3|5:conj->0|6:obj->5|7:punct->8|8:compound:smixut->6|9:obl->5|10:advmod->6|11:punct->0,P
Tanakh.Torah.Exodus.37.13,0:root->-1|1:obl->0|2:nummod->3|3:obj->0|4:compound:smixut->3|5:conj->0|6:case:acc->8|7:punct->8|8:obj->5|9:case->11|10:nummod->11|11:obl->5|12:mark->14|13:nummod->14|14:obl->5|15:punct->0,P
Tanakh.Torah.Exodus.37.14,0:obl->2|1:compound:smixut->0|2:root->-1|3:compound:smixut->4|4:nsubj->2|5:obl->2|6:acl->5|7:case:acc->9|8:punct->9|9:obj->6|10:punct->2,P
Tanakh.Torah.Exodus.37.15,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:obj->0|5:compound:smixut->4|6:conj->5|7:obj->9|8:obj->6|9:xcomp->6|10:case:acc->12|11:punct->12|12:obl->9|13:punct->0,P
Tanakh.Torah.Exodus.37.16,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:punct->0|5:advcl->0|6:case->8|7:punct->8|8:obl->0|9:case:acc->11|10:punct->11|11:conj->5|12:case:acc->16|13:punct->16|14:obl->0|15:case:acc->16|16:conj->14|17:case:acc->19|18:punct->19|19:obj->0|20:mark->21|21:acl:relcl->23|22:obl->21|23:obj->21|24:amod->23|25:punct->0,P
Tanakh.Torah.Exodus.37.17,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:obj->3|5:amod->4|6:nmod->4|7:parataxis->0|8:case:acc->10|9:punct->10|10:obj->7|11:obj->10|12:conj->7|13:obj->12|14:obl->12|15:conj->14|16:obl->17|17:conj->7|18:punct->7,P
Tanakh.Torah.Exodus.37.18,0:nummod->1|1:nsubj->2|2:root->-1|3:obl->2|4:nummod->1|5:punct->6|6:conj->2|7:compound:smixut->6|8:appos->6|9:nummod->8|10:nummod->11|11:conj->6|12:compound:smixut->11|13:nmod->11|14:amod->13|15:punct->2,P
Tanakh.Torah.Exodus.37.19,0:nummod->1|1:nsubj->2|2:root->-1|3:obl->2|4:nummod->3|5:nmod->4|6:conj->5|7:nummod->8|8:conj->2|9:conj->2|10:obl->9|11:nummod->10|12:nmod->10|13:conj->12|14:advmod->13|15:nummod->16|16:obl->17|17:amod->16|18:case->20|19:punct->18|20:obl->17|21:punct->2,P
Tanakh.Torah.Exodus.37.20,0:root->-1|1:nummod->2|2:nsubj->0|3:nmod->2|4:nmod->2|5:conj->2|6:punct->0,P
Tanakh.Torah.Exodus.37.21,0:root->-1|1:case->3|2:nummod->3|3:nsubj->0|4:obl->0|5:conj->4|6:case->8|7:nummod->8|8:obl->5|9:obl->5|10:conj->9|11:case->15|12:punct->11|13:nummod->14|14:nsubj->10|15:obl->10|16:nummod->17|17:obl->10|18:amod->17|19:obl->18|20:punct->0,P
Tanakh.Torah.Exodus.37.22,0:nmod->4|1:conj->0|2:obl->1|3:cop->4|4:root->-1|5:amod->4|6:nummod->5|7:obj->5|8:amod->7|9:punct->4,P
Tanakh.Torah.Exodus.37.23,0:root->-1|1:case:acc->3|2:punct->0|3:obj->0|4:dep->0|5:conj->4|6:conj->7|7:obj->6|8:amod->7|9:punct->0,P
Tanakh.Torah.Exodus.37.24,0:nsubj->3|1:compound:smixut->0|2:amod->1|3:root->-1|4:nsubj->3|5:case:acc->8|6:det->8|7:punct->8|8:conj->4|9:punct->3,P
Tanakh.Torah.Exodus.37.25,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:compound:smixut->3|5:compound:smixut->3|6:compound:smixut->5|7:nsubj->8|8:compound:smixut->5|9:nsubj->10|10:conj->0|11:nsubj->10|12:conj->11|13:conj->8|14:obl->13|15:cop->16|16:parataxis->0|17:punct->16,P
Tanakh.Torah.Exodus.37.26,0:root->-1|1:obj->0|2:obj->0|3:amod->2|4:case:acc->6|5:punct->6|6:obj->0|7:case:acc->9|8:punct->9|9:conj->6|10:advmod->9|11:case:acc->13|12:punct->11|13:conj->6|14:conj->0|15:obl->14|16:obj->14|17:compound:smixut->16|18:advmod->16|19:punct->0,P
Tanakh.Torah.Exodus.37.27,0:nummod->1|1:root->-1|2:compound:smixut->1|3:parataxis->1|4:punct->5|5:obl->3|6:punct->8|7:case->8|8:obl->3|9:case->11|10:nummod->11|11:compound:smixut->8|12:case->14|13:nummod->14|14:nsubj->11|15:nmod->11|16:nmod->15|17:acl->15|18:obj->17|19:obl->17|20:punct->3,P
Tanakh.Torah.Exodus.37.28,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:obj->0|5:compound:smixut->4|6:conj->0|7:obj->6|8:obj->6|9:punct->0,P
Tanakh.Torah.Exodus.37.29,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:compound:smixut->3|5:amod->4|6:case:acc->8|7:punct->8|8:conj->3|9:compound:smixut->8|10:amod->11|11:appos->10|12:compound:smixut->11|13:punct->11,P
Tanakh.Torah.Exodus.38.1,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:parataxis->0|5:obj->4|6:compound:smixut->5|7:nummod->8|8:obj->4|9:appos->8|10:nummod->8|11:punct->12|12:conj->9|13:appos->8|14:nsubj->13|15:nummod->16|16:conj->13|17:conj->9|18:punct->0,P
Tanakh.Torah.Exodus.38.2,0:root->-1|1:obj->0|2:case->4|3:nummod->4|4:obl->0|5:obl->7|6:cop->7|7:parataxis->0|8:conj->7|9:obj->8|10:obj->8|11:punct->0,P
Tanakh.Torah.Exodus.38.3,0:root->-1|1:case:acc->5|2:punct->3|3:det->5|4:punct->3|5:obj->0|6:compound:smixut->5|7:case:acc->9|8:punct->9|9:obj->0|10:case:acc->9|11:punct->10|12:compound:smixut->9|13:case:acc->15|14:punct->15|15:acl:relcl->18|16:case:acc->18|17:punct->15|18:compound:smixut->5|19:case:acc->18|20:punct->19|21:compound:smixut->24|22:det->24|23:punct->22|24:compound:smixut->21|25:parataxis->0|26:obj->25|27:punct->25,P
Tanakh.Torah.Exodus.38.4,0:root->-1|1:obl->0|2:advmod->8|3:obj->0|4:compound:smixut->3|5:compound:smixut->3|6:case->11|7:obl->0|8:advmod->0|9:case->11|10:punct->9|11:compound:smixut->4|12:punct->0,P
Tanakh.Torah.Exodus.38.5,0:root->-1|1:nummod->2|2:obj->0|3:nmod->2|4:nmod->2|5:obl->4|6:compound:smixut->5|7:obj->5|8:nmod->7|9:punct->0,P
Tanakh.Torah.Exodus.38.6,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:obj->0|5:compound:smixut->4|6:conj->0|7:obj->6|8:obj->6|9:punct->0,P
Tanakh.Torah.Exodus.38.7,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:obl->0|5:case->6|6:obl->0|7:compound:smixut->6|8:xcomp->0|9:obj->8|10:obl->8|11:obj->13|12:nmod->11|13:acl->11|14:obj->13|15:punct->0,P
Tanakh.Torah.Exodus.38.8,0:root->-1|1:case:acc->2|2:obj->0|3:amod->2|4:case:acc->5|5:obj->0|6:parataxis->0|7:nmod->6|8:compound:smixut->7|9:mark->11|10:nsubj->11|11:acl:relcl->8|12:obj->11|13:compound:smixut->12|14:punct->6,P
Tanakh.Torah.Exodus.38.9,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:nmod->3|5:conj->4|6:parataxis->0|7:dep->6|8:obj->6|9:compound:smixut->8|10:obj->11|11:advcl->0|12:obj->11|13:obl->11|14:punct->0,P
Tanakh.Torah.Exodus.38.10,0:nsubj->1|1:nummod->4|2:conj->1|3:nummod->4|4:root->-1|5:conj->4|6:compound:smixut->5|7:nsubj->8|8:obj->7|9:punct->8,P
Tanakh.Torah.Exodus.38.11,0:compound:smixut->1|1:compound:smixut->0|2:compound:smixut->1|3:nmod->2|4:appos->1|5:nummod->8|6:conj->5|7:nummod->8|8:root->-1|9:conj->8|10:compound:smixut->9|11:nsubj->12|12:obj->11|13:punct->12,P
Tanakh.Torah.Exodus.38.12,0:conj->7|1:punct->0|2:compound:smixut->0|3:root->-1|4:nummod->3|5:obl->4|6:appos->3|7:nummod->5|8:conj->7|9:compound:smixut->10|10:conj->7|11:compound:smixut->10|12:nsubj->13|13:conj->6|14:punct->13,P
Tanakh.Torah.Exodus.38.13,0:nsubj->2|1:compound:smixut->0|2:root->-1|3:nummod->4|4:dep->2|5:punct->4,P
Tanakh.Torah.Exodus.38.14,0:root->-1|1:nummod->3|2:punct->3|3:compound:smixut->1|4:dep->0|5:case->7|6:punct->7|7:nmod->4|8:parataxis->0|9:nummod->8|10:conj->9|11:nummod->8|12:punct->0,P
Tanakh.Torah.Exodus.38.15,0:root->-1|1:nsubj->0|2:obl->1|3:conj->2|4:conj->2|5:compound:smixut->4|6:nsubj->3|7:nummod->8|8:compound:smixut->7|9:dep->6|10:nmod->9|11:nummod->9|12:conj->11|13:nummod->12|14:punct->12,P
Tanakh.Torah.Exodus.38.16,0:det->2|1:punct->0|2:root->-1|3:compound:smixut->2|4:case->6|5:obl->6|6:nmod->2|7:punct->2,P
Tanakh.Torah.Exodus.38.17,0:nsubj->2|1:root->-1|2:obl->1|3:compound:smixut->2|4:compound:smixut->3|5:nsubj->6|6:conj->1|7:conj->6|8:obj->11|9:nsubj->6|10:nsubj->11|11:conj->6|12:obj->11|13:det->14|14:nmod->12|15:compound:smixut->14|16:punct->6,P
Tanakh.Torah.Exodus.38.18,0:conj->3|1:compound:smixut->0|2:compound:smixut->1|3:root->-1|4:compound:smixut->3|5:conj->3|6:conj->5|7:conj->8|8:amod->5|9:conj->8|10:nsubj->13|11:nummod->12|12:conj->13|13:conj->8|14:conj->13|15:nmod->14|16:nummod->17|17:obl->13|18:conj->3|19:compound:smixut->18|20:compound:smixut->19|21:punct->3,P
Tanakh.Torah.Exodus.38.19,0:root->-1|1:nummod->4|2:nsubj->0|3:nummod->4|4:nsubj->0|5:conj->4|6:conj->0|7:conj->6|8:appos->4|9:conj->6|10:conj->6|11:punct->0,P
Tanakh.Torah.Exodus.38.20,0:det->1|1:root->-1|2:obl->1|3:conj->2|4:case->5|5:obl->3|6:punct->1,P
Tanakh.Torah.Exodus.38.21,0:nsubj->1|1:root->-1|2:compound:smixut->1|3:appos->1|4:nsubj->6|5:mark->6|6:acl:relcl->1|7:case->10|8:punct->9|9:fixed->7|10:obl->6|11:flat->10|12:nsubj->6|13:case->10|14:compound:smixut->13|15:flat->14|16:punct->17|17:compound:smixut->15|18:appos->17|19:punct->1,P
Tanakh.Torah.Exodus.38.22,0:obl->9|1:flat->0|2:punct->3|3:compound:smixut->1|4:flat->0|5:punct->3|6:flat->0|7:nmod->0|8:flat->7|9:root->-1|10:case:acc->11|11:obj->9|12:punct->13|13:obj->9|14:punct->15|15:conj->9|16:nsubj->9|17:case:acc->19|18:punct->19|19:obj->15|20:punct->9,P
Tanakh.Torah.Exodus.38.23,0:obl->1|1:root->-1|2:flat:name->1|3:punct->4|4:compound:smixut->2|5:advmod->4|6:punct->7|7:dep->1|8:appos->1|9:conj->8|10:conj->11|11:obl->9|12:conj->11|13:conj->11|14:compound:smixut->13|15:conj->11|16:punct->1,P
Tanakh.Torah.Exodus.38.24,0:det->2|1:punct->0|2:root->-1|3:acl:relcl->2|4:obl->3|5:det->6|6:nmod->2|7:compound:smixut->6|8:conj->3|9:punct->10|10:nsubj->8|11:compound:smixut->10|12:nummod->14|13:conj->16|14:appos->10|15:conj->16|16:conj->14|17:conj->16|18:conj->14|19:nmod->18|20:compound:smixut->19|21:punct->8,P
