verse_id,constituency_signature,source
Tanakh.Torah.Genesis.30.20,s0:WayX(Conj+Pred+Subj)|s1:ZQtX(PreO+Subj+Objc)|s2:xYqX(Modi+PreO+Subj)|s3:xQt0(Conj+Pred+Cmpl+Objc)|s4:Way0(Conj+Pred+Objc+Objc),none
Tanakh.Torah.Genesis.30.21,s0:WxQ0(Conj+Time+Pred+Objc)|s1:Way0(Conj+Pred+Objc+Objc),none
Tanakh.Torah.Genesis.30.22,s0:WayX(Conj+Pred+Subj+Objc)|s1:WayX(Conj+Pred+Cmpl+Subj)|s2:Way0(Conj+Pred+Objc),none
Tanakh.Torah.Genesis.30.23,s0:Way0(Conj+Pred)|s1:Way0(Conj+Pred+Objc)|s2:Way0(Conj+Pred)|s3:ZQtX(Pred+Subj+Objc),none
Tanakh.Torah.Genesis.30.24,s0:Way0(Conj+Pred+Objc+Objc)|s0:InfC(Pred)|s1:ZYqX(Pred+Subj+Cmpl+Objc),none
Tanakh.Torah.Genesis.30.25,s0:Way0(Conj+Pred)|s0:xQtX(Conj+Pred+Subj+Objc)|s1:WayX(Conj+Pred+Subj+Cmpl)|s2:ZIm0(PreO)|s3:WYq0(Conj+Pred+Cmpl),J
Tanakh.Torah.Genesis.30.26,s0:ZIm0(Pred+Objc)|s0:xQt0(Rela+Pred+Objc+Cmpl)|s1:WYq0(Conj+Pred)|s2:XQtl(Conj+Subj+Pred+Objc)|s2:xQt0(Rela+PreO),J
Tanakh.Torah.Genesis.30.27,s0:WayX(Conj+Pred+Cmpl+Subj)|s1:xQt0(Conj+Intj+Pred+Objc+Cmpl)|s2:ZQt0(Pred)|s3:WayX(Conj+PreO+Subj+Cmpl),J
Tanakh.Torah.Genesis.30.28,s0:Way0(Conj+Pred)|s1:ZIm0(Pred+Objc+Cmpl)|s2:WYq0(Conj+Pred),J
Tanakh.Torah.Genesis.30.29,s0:Way0(Conj+Pred+Cmpl)|s1:XQtl(Subj+Pred)|s1:xQt0(Rela+PreO)|s1:WxQX(Conj+Rela+Pred+Subj+PreC),J
Tanakh.Torah.Genesis.30.30,s0:NmCl(Conj+PreC)|s0:xQt0(Rela+Pred+PreC+Time)|s1:Way0(Conj+Pred+Cmpl)|s2:WayX(Conj+Pred+Subj+Objc+Adju)|s3:MSyn(Conj+Modi)|s4:xYqX(Ques+Pred+Subj+Cmpl),J
Tanakh.Torah.Genesis.30.31,s0:Way0(Conj+Pred)|s1:xYq0(Objc+Pred+Cmpl)|s2:WayX(Conj+Pred+Subj)|s3:xYq0(Nega+Pred+Cmpl+Objc)|s4:xYq0(Conj+Pred+Cmpl+Objc)|s5:ZYq0(Pred)|s6:ZYq0(Pred+Objc)|s7:ZYq0(Pred),J
Tanakh.Torah.Genesis.30.32,s0:ZYq0(Pred+Cmpl+Time)|s1:InfA(Pred+Cmpl+Objc)|s2:WQt0(Conj+Pred+PreC),J
Tanakh.Torah.Genesis.30.33,s0:WQtX(Conj+Pred+Cmpl+Subj+Time)|s1:xYq0(Conj+Pred+Adju+Cmpl)|s2:CPen(Frnt)|s2:AjCl(Rela+NCoS+PreC)|s2:Ptcp(PreC+Subj+Cmpl),J
Tanakh.Torah.Genesis.30.34,s0:WayX(Conj+Pred+Subj)|s1:MSyn(Intj)|s2:xYq0(Conj+Pred+PreC),J
Tanakh.Torah.Genesis.30.35,s0:Way0(Conj+Pred+Time+Objc)|s0:NmCl(Rela+Subj+PreC)|s1:Way0(Conj+Pred+Cmpl),J
Tanakh.Torah.Genesis.30.36,s0:Way0(Conj+Pred+Objc+Cmpl)|s1:Ptcp(Conj+Subj+PreC+Objc)|s1:Ptcp(Rela+PreC),J
Tanakh.Torah.Genesis.30.37,s0:WayX(Conj+Pred+Cmpl+Subj+Objc)|s1:Way0(Conj+Pred+Cmpl+Objc)|s2:NmCl(PreC)|s2:NmCl(Rela+PreC),J
Tanakh.Torah.Genesis.30.38,s0:Way0(Conj+Pred+Objc+Cmpl+Loca+Adju)|s0:xQt0(Rela+Pred)|s0:xYqX(Rela+Pred+Subj)|s0:InfC(Pred)|s1:Way0(Conj+Pred)|s1:InfC(PreS)|s1:InfC(Pred),J
Tanakh.Torah.Genesis.30.39,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:WayX(Conj+Pred+Subj+Objc),J
Tanakh.Torah.Genesis.30.40,s0:WxQX(Conj+Objc+Pred+Subj)|s1:Way0(Conj+Pred+Objc+Cmpl)|s2:Way0(Conj+Pred+Supp+Objc+Adju)|s3:WxQ0(Conj+Nega+PreO+Cmpl),J
Tanakh.Torah.Genesis.30.41,s0:WQt0(Conj+Pred+Time)|s0:InfC(Pred+Subj)|s1:WQtX(Conj+Pred+Subj+Objc+Cmpl+Loca)|s1:InfC(PreS+Cmpl),J
Tanakh.Torah.Genesis.30.42,s0:WxY0(Conj+Nega+Pred)|s0:InfC(Pred+Subj)|s1:WQtX(Conj+Pred+Subj+PreC)|s1:Ellp(Conj+Subj+PreC),J
Tanakh.Torah.Genesis.30.43,s0:WayX(Conj+Pred+Subj+Modi)|s1:WayX(Conj+Pred+PreC+Subj),J
Tanakh.Torah.Genesis.31.1,s0:Way0(Conj+Pred+Objc)|s0:InfC(Pred)|s1:ZQtX(Pred+Subj+Objc)|s1:NmCl(Rela+PreC)|s2:WxQ0(Conj+Pred+Objc)|s2:NmCl(Rela+PreC),E
Tanakh.Torah.Genesis.31.2,s0:WayX(Conj+Pred+Subj+Objc)|s1:NmCl(Conj+Intj+NCoS+PreC+Adju),E
Tanakh.Torah.Genesis.31.3,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:ZIm0(Pred+Cmpl)|s2:WYq0(Conj+Pred+PreC),J
Tanakh.Torah.Genesis.31.4,s0:WayX(Conj+Pred+Subj)|s1:Way0(Conj+Pred+Cmpl+Loca+Loca),E
Tanakh.Torah.Genesis.31.5,s0:Way0(Conj+Pred+Cmpl)|s1:Ptcp(PreC+Subj+Objc)|s1:NmCl(Conj+NCoS+PreC+Adju)|s2:WXQt(Conj+Subj+Pred+PreC),E
Tanakh.Torah.Genesis.31.6,s0:WXQt(Conj+Subj+Pred)|s0:xQt0(Conj+Adju+Pred+Objc),E
Tanakh.Torah.Genesis.31.7,s0:WXQt(Conj+Subj+Pred+Cmpl)|s1:WQt0(Conj+Pred+Objc+Adju)|s2:WxQX(Conj+Nega+PreO+Subj)|s2:InfC(Pred+Cmpl),E
Tanakh.Torah.Genesis.31.8,s0:xYq0(Conj+Modi+Pred)|s1:xYqX(PreC+Pred+Subj)|s2:WQtX(Conj+Pred+Subj+Objc)|s3:WxY0(Conj+Conj+Modi+Pred)|s4:xYqX(PreC+Pred+Subj)|s5:WQtX(Conj+Pred+Subj+Objc),E
Tanakh.Torah.Genesis.31.9,s0:WayX(Conj+Pred+Subj+Objc)|s1:Way0(Conj+Pred+Cmpl),E
Tanakh.Torah.Genesis.31.10,s0:Way0(Conj+Pred+Time)|s0:InfC(Pred+Subj)|s1:Way0(Conj+Pred+Objc)|s2:Way0(Conj+Pred+Cmpl)|s3:AjCl(Conj+Intj+Subj+PreC)|s3:Ptcp(Rela+PreC+Cmpl),E
Tanakh.Torah.Genesis.31.11,s0:WayX(Conj+Pred+Cmpl+Subj+Adju)|s1:Voct(Voct)|s2:Way0(Conj+Pred)|s3:NmCl(IntS),E
Tanakh.Torah.Genesis.31.12,s0:Way0(Conj+Pred)|s1:ZIm0(Pred+Intj+Objc)|s2:WIm0(Conj+Pred)|s3:AjCl(Subj+PreC)|s3:Ptcp(Rela+PreC+Cmpl)|s4:xQt0(Conj+Pred+Objc)|s4:Ptcp(Rela+Subj+PreC+Cmpl),E
Tanakh.Torah.Genesis.31.13,s0:NmCl(Subj+PreC)|s0:xQt0(Rela+Pred+Loca+Objc)|s0:xQt0(Rela+Pred+Cmpl+Loca+Objc)|s1:xIm0(Modi+Pred)|s2:ZIm0(Pred+Cmpl)|s3:WIm0(Conj+Pred+Cmpl),E
Tanakh.Torah.Genesis.31.14,s0:WayX(Conj+Pred+Subj)|s1:Way0(Conj+Pred+Cmpl)|s2:NmCl(Ques+Modi+PreC+Subj),E
Tanakh.Torah.Genesis.31.15,s0:xQt0(Ques+Nega+PrAd+Pred+Cmpl)|s1:xQt0(Conj+PreO)|s2:Way0(Conj+Pred+Modi+Objc),E
Tanakh.Torah.Genesis.31.16,s0:CPen(Conj+Frnt)|s0:xQtX(Rela+Pred+Subj+Cmpl)|s0:NmCl(PreC+Subj)|s1:MSyn(Conj+Modi)|s2:xIm0(Objc+Pred)|s2:xQtX(Rela+Pred+Subj+Cmpl),E
Tanakh.Torah.Genesis.31.17,s0:WayX(Conj+Pred+Subj)|s1:Way0(Conj+Pred+Objc+Cmpl),J
Tanakh.Torah.Genesis.31.18,s0:Way0(Conj+Pred+Objc+Objc)|s0:xQt0(Rela+Pred)|s0:xQt0(Rela+Pred+Loca)|s0:InfC(Pred+Cmpl),P
Tanakh.Torah.Genesis.31.19,s0:WXQt(Conj+Subj+Pred)|s0:InfC(Pred+Objc)|s1:WayX(Conj+Pred+Subj+Objc)|s1:NmCl(Rela+PreC),E
Tanakh.Torah.Genesis.31.20,s0:WayX(Conj+Pred+Subj+Objc)|s1:xQt0(Conj+Pred+Cmpl)|s1:Ptcp(Conj+PreC+Subj),E
Tanakh.Torah.Genesis.31.21,s0:WayX(Conj+Pred+Subj)|s0:NmCl(Rela+PreC)|s1:Way0(Conj+Pred)|s2:Way0(Conj+Pred+Objc)|s3:Way0(Conj+Pred+Objc+Cmpl),E
Tanakh.Torah.Genesis.31.22,s0:WayX(Conj+Pred+Cmpl+Time)|s0:xQtX(Conj+Pred+Subj),E
Tanakh.Torah.Genesis.31.23,s0:Way0(Conj+Pred+Objc+Cmpl)|s1:Way0(Conj+Pred+Cmpl+Modi)|s2:Way0(Conj+Pred+Objc+Loca),E
Tanakh.Torah.Genesis.31.24,s0:WayX(Conj+Pred+Subj+Cmpl+Adju+Time)|s1:Way0(Conj+Pred+Cmpl)|s2:ZIm0(Pred+Cmpl)|s2:xYq0(Conj+Pred+Adju+Cmpl),E
Tanakh.Torah.Genesis.31.25,s0:WayX(Conj+Pred+Subj+Objc)|s1:WXQt(Conj+Subj+Pred+Objc+Cmpl)|s2:WXQt(Conj+Subj+Pred+Objc+Cmpl),E
Tanakh.Torah.Genesis.31.26,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:xQt0(Objc+Pred)|s2:Way0(Conj+Pred+Objc)|s3:Way0(Conj+Pred+Objc+Adju),E
Tanakh.Torah.Genesis.31.27,s0:xQt0(Ques+Pred)|s0:InfC(Pred)|s1:Way0(Conj+Pred+Objc)|s2:WxQ0(Conj+Nega+Pred+Cmpl)|s3:Way0(Conj+PreO+Adju),E
Tanakh.Torah.Genesis.31.28,s0:WxQ0(Conj+Nega+PreO)|s0:InfC(Pred+Cmpl)|s1:xQt0(Modi+Pred)|s1:InfC(Pred),E
Tanakh.Torah.Genesis.31.29,s0:NmCl(Exst+PreC)|s0:InfC(Pred+Cmpl+Objc)|s1:WXQt(Conj+Subj+Time+Pred+Cmpl)|s1:InfC(Pred)|s2:ZIm0(Pred+Cmpl)|s2:InfC(Pred+Adju+Cmpl),E
Tanakh.Torah.Genesis.31.30,s0:MSyn(Conj+Modi)|s1:xQt0(Modi+Pred)|s2:xQt0(Conj+Modi+Pred+Cmpl)|s3:xQt0(Ques+Pred+Objc),E
Tanakh.Torah.Genesis.31.31,s0:WayX(Conj+Pred+Subj)|s1:Way0(Conj+Pred+Cmpl)|s2:xQt0(Conj+Pred)|s3:xQt0(Conj+Pred)|s4:xYq0(Conj+Pred+Objc+Cmpl),E
Tanakh.Torah.Genesis.31.32,s0:xYq0(Rela+Pred+Objc)|s0:XYqt(Nega+Pred+Cmpl)|s1:ZIm0(Pred+Cmpl)|s1:NmCl(Subj+PreC)|s2:WIm0(Conj+Pred+Cmpl)|s3:WxQX(Conj+Nega+Pred+Subj)|s3:XQtl(Conj+Subj+PreO),E
Tanakh.Torah.Genesis.31.33,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:WxQ0(Conj+Nega+Pred)|s2:Way0(Conj+Pred+Cmpl)|s3:Way0(Conj+Pred+Cmpl),E
Tanakh.Torah.Genesis.31.34,s0:WXQt(Conj+Subj+Pred+Objc)|s1:Way0(Conj+PreO+Cmpl)|s2:Way0(Conj+Pred+Cmpl)|s3:WayX(Conj+Pred+Subj+Objc)|s4:WxQ0(Conj+Nega+Pred),E
Tanakh.Torah.Genesis.31.35,s0:Way0(Conj+Pred+Cmpl)|s1:xYq0(Nega+Pred+Cmpl)|s2:xYq0(Conj+Nega+Pred)|s2:InfC(Pred+Cmpl)|s3:NmCl(Conj+Subj+PreC)|s4:Way0(Conj+Pred)|s5:WxQ0(Conj+Nega+Pred+Objc),E
Tanakh.Torah.Genesis.31.36,s0:Way0(Conj+Pred+Cmpl)|s1:Way0(Conj+Pred+Cmpl)|s2:WayX(Conj+Pred+Subj)|s3:Way0(Conj+Pred+Cmpl)|s4:NmCl(PreC+Subj)|s5:NmCl(PreC+Subj)|s6:xQt0(Conj+Pred+Cmpl),E
Tanakh.Torah.Genesis.31.37,s0:xQt0(Conj+Pred+Objc)|s1:xQt0(Objc+Pred+Cmpl)|s2:ZIm0(Pred+Modi+Cmpl)|s3:WYq0(Conj+Pred+Cmpl),E
Tanakh.Torah.Genesis.31.38,s0:NmCl(Modi+Time+Subj+PreC)|s1:XQtl(Subj+Nega+Pred)|s2:WxQ0(Conj+Objc+Nega+Pred),E
Tanakh.Torah.Genesis.31.39,s0:xQt0(Objc+Nega+Pred+Cmpl)|s1:XYqt(Subj+PreO)|s2:xYq0(Cmpl+PreO),E
Tanakh.Torah.Genesis.31.40,s0:ZQt0(Pred)|s1:xQtX(Time+PreO+Subj)|s1:Ellp(Conj+Subj+Time)|s2:WayX(Conj+Pred+Subj+Cmpl),E
Tanakh.Torah.Genesis.31.41,s0:NmCl(Subj+PreC)|s1:NmCl(Subj+PreC)|s2:ZQt0(PreO+Time+Cmpl)|s2:Ellp(Conj+Time+Cmpl)|s3:Way0(Conj+Pred+Objc+Adju),E
Tanakh.Torah.Genesis.31.42,s0:XQtl(Conj+Subj+Pred+PreC)|s1:xQt0(Conj+Time+Modi+PreO)|s2:xQtX(Objc+Pred+Subj)|s3:Way0(Conj+Pred+Time),E
Tanakh.Torah.Genesis.31.43,s0:WayX(Conj+Pred+Subj)|s1:Way0(Conj+Pred+Cmpl)|s2:NmCl(Subj+PreC)|s3:NmCl(Conj+Subj+PreC)|s4:NmCl(Conj+Subj+PreC)|s5:CPen(Conj+Frnt)|s5:Ptcp(Rela+Subj+PreC)|s5:NmCl(PreC+Subj)|s6:CPen(Conj+Frnt)|s6:xYq0(Objc+Pred+Cmpl+Time)|s6:Ellp(Conj+Cmpl)|s6:xQt0(Rela+Pred),E
Tanakh.Torah.Genesis.31.44,s0:WxI0(Conj+Modi+Pred)|s1:ZYqX(Pred+Objc+Subj)|s2:WQt0(Conj+Pred+PreC),E
Tanakh.Torah.Genesis.31.45,s0:WayX(Conj+Pred+Subj+Objc)|s1:Way0(Conj+PreO+Objc),E
Tanakh.Torah.Genesis.31.46,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:ZIm0(Pred+Objc)|s2:Way0(Conj+Pred+Objc)|s3:Way0(Conj+Pred+Objc)|s4:Way0(Conj+Pred+Loca+Loca),E
Tanakh.Torah.Genesis.31.47,s0:WayX(Conj+Pred+Cmpl+Subj+Objc)|s1:WXQt(Conj+Subj+Pred+Cmpl+Objc),E
Tanakh.Torah.Genesis.31.48,s0:WayX(Conj+Pred+Subj)|s1:NmCl(Subj+PreC+Time)|s2:xQt0(Adju+Pred+Objc+Objc),E
Tanakh.Torah.Genesis.31.49,s0:Ellp(Conj+Objc)|s0:xQt0(Rela+Pred)|s1:ZYqX(Pred+Subj+Cmpl)|s2:xYq0(Conj+Pred)|s2:Ellp(Subj+Cmpl),J
Tanakh.Torah.Genesis.31.50,s0:xYq0(Conj+Pred+Objc)|s1:WxY0(Conj+Conj+Pred+Objc+Cmpl)|s2:NmCl(NCop+Subj+PreC)|s3:ZIm0(Pred)|s4:NmCl(Subj+PreC),E
Tanakh.Torah.Genesis.31.51,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:NmCl(Intj+Subj)|s2:NmCl(Conj+Intj+Subj)|s2:xQt0(Rela+Pred+Cmpl),E
Tanakh.Torah.Genesis.31.52,s0:NmCl(PreC+Subj)|s1:NmCl(Conj+PreC+Subj)|s2:XYqt(Conj+Subj+Nega+Pred+Cmpl+Objc)|s3:WXYq(Conj+Conj+Subj+Nega+Pred+Cmpl+Objc+Adju),E
Tanakh.Torah.Genesis.31.53,s0:XYqt(Subj+Pred+Cmpl)|s1:WayX(Conj+Pred+Subj+Cmpl),E
Tanakh.Torah.Genesis.31.54,s0:WayX(Conj+Pred+Subj+Objc+Loca)|s1:Way0(Conj+Pred+Cmpl)|s1:InfC(Pred+Objc)|s2:Way0(Conj+Pred+Objc)|s3:Way0(Conj+Pred+Loca),E
Tanakh.Torah.Genesis.32.1,s0:WayX(Conj+Pred+Subj+Time)|s1:Way0(Conj+Pred+Cmpl)|s2:Way0(Conj+Pred+Objc)|s3:Way0(Conj+Pred)|s4:WayX(Conj+Pred+Subj+Cmpl),E
Tanakh.Torah.Genesis.32.2,s0:WXQt(Conj+Subj+Pred+Cmpl)|s1:WayX(Conj+Pred+Cmpl+Subj),E
Tanakh.Torah.Genesis.32.3,s0:WayX(Conj+Pred+Subj)|s0:xQt0(Conj+PreO)|s1:NmCl(PreC+Subj)|s2:Way0(Conj+Pred+Objc+Objc),E
Tanakh.Torah.Genesis.32.4,s0:WayX(Conj+Pred+Subj+Objc+Adju+Cmpl),J
Tanakh.Torah.Genesis.32.5,s0:Way0(Conj+Pred+Objc)|s0:InfC(Pred)|s1:xYq0(Modi+Pred+Cmpl)|s2:xQtX(Modi+Pred+Subj)|s3:xQt0(Cmpl+Pred)|s4:Way0(Conj+Pred+Cmpl),J
Tanakh.Torah.Genesis.32.6,s0:WayX(Conj+Pred+PreC+Subj)|s1:Way0(Conj+Pred)|s1:InfC(Pred+Cmpl)|s1:InfC(Pred+Objc+Cmpl),J
Tanakh.Torah.Genesis.32.7,s0:WayX(Conj+Pred+Subj+Cmpl)|s0:InfC(Pred)|s1:ZQt0(Pred+Cmpl)|s2:Ptcp(Conj+Modi+PreC)|s2:InfC(PreO)|s3:NmCl(Conj+Subj+PreC),J
Tanakh.Torah.Genesis.32.8,s0:WayX(Conj+Pred+Subj+Modi)|s1:Way0(Conj+Pred+Cmpl)|s2:Way0(Conj+Pred+Objc+Cmpl)|s2:NmCl(Rela+PreC),J
Tanakh.Torah.Genesis.32.9,s0:Way0(Conj+Pred)|s1:xYqX(Conj+Pred+Subj+Cmpl)|s2:WQt0(Conj+PreO)|s3:WQtX(Conj+Pred+Subj+PreC),J
Tanakh.Torah.Genesis.32.10,s0:WayX(Conj+Pred+Subj)|s1:Voct(Voct)|s1:Ptcp(Rela+PreC+Cmpl)|s2:ZIm0(Pred+Cmpl)|s3:WYq0(Conj+Pred+Cmpl),J
Tanakh.Torah.Genesis.32.11,s0:ZQt0(Pred+Cmpl)|s0:xQt0(Rela+Pred+Cmpl)|s1:xQt0(Conj+Adju+Pred+Objc)|s2:WxQ0(Conj+Time+Pred+PreC),J
Tanakh.Torah.Genesis.32.12,s0:ZIm0(PreO+Intj+Cmpl)|s1:Ptcp(Conj+PreC+Subj+Objc)|s2:xYq0(Conj+Pred)|s3:WQt0(Conj+PreO+Objc+Adju),J
Tanakh.Torah.Genesis.32.13,s0:WXQt(Conj+Subj+Pred)|s1:xYq0(Modi+Pred+Cmpl)|s2:WQt0(Conj+Pred+Objc+Cmpl)|s2:xYq0(Rela+Nega+Pred+Adju),J
Tanakh.Torah.Genesis.32.14,s0:Way0(Conj+Pred+Loca+Time)|s1:Way0(Conj+Pred+Objc+Cmpl)|s1:Ptcp(Rela+PreC+Cmpl),E
Tanakh.Torah.Genesis.32.15,s0:Ellp(Objc),E
Tanakh.Torah.Genesis.32.16,s0:Ellp(Objc),E
Tanakh.Torah.Genesis.32.17,s0:Way0(Conj+Pred+Cmpl+Modi)|s1:Way0(Conj+Pred+Cmpl)|s2:ZIm0(Pred+Cmpl)|s3:WxY0(Conj+Objc+Pred+Cmpl),E
Tanakh.Torah.Genesis.32.18,s0:Way0(Conj+Pred+Objc)|s0:InfC(Pred)|s1:xYqX(Conj+PreO+Subj)|s2:WQt0(Conj+PreO)|s2:InfC(Pred)|s3:NmCl(PreC+Subj)|s4:WxY0(Conj+Cmpl+Pred)|s5:NmCl(Conj+PreC+Subj+Adju),E
Tanakh.Torah.Genesis.32.19,s0:WQt0(Conj+Pred)|s1:NmCl(PreC)|s2:NmCl(PreC+Subj)|s2:Ptcp(PreC+Cmpl)|s3:NmCl(Conj+Intj+Subj+PreC),E
Tanakh.Torah.Genesis.32.20,s0:Way0(Conj+Pred+Objc)|s0:Ptcp(Rela+PreC+Cmpl)|s0:InfC(Pred)|s1:xYq0(Cmpl+Pred+Cmpl)|s1:InfC(PreS+Objc),E
Tanakh.Torah.Genesis.32.21,s0:WQt0(Conj+Pred)|s1:NmCl(Modi+Intj+Subj+PreC)|s2:xQt0(Conj+Pred)|s3:ZYq0(Pred+Objc+Cmpl)|s3:Ptcp(Rela+PreC+Cmpl)|s4:WxY0(Conj+Time+Pred+Objc)|s5:xYq0(Modi+Pred+Objc),E
Tanakh.Torah.Genesis.32.22,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:Ptcp(Conj+Subj+PreC+Time+Loca),E
Tanakh.Torah.Genesis.32.23,s0:WayX(Conj+Pred+Time+Subj)|s1:Way0(Conj+Pred+Objc)|s2:Way0(Conj+Pred+Objc),E
Tanakh.Torah.Genesis.32.24,s0:Way0(Conj+PreO)|s1:Way0(Conj+PreO+Objc)|s2:Way0(Conj+Pred)|s2:NmCl(Rela+PreC),E
Tanakh.Torah.Genesis.32.25,s0:WayX(Conj+Pred+Subj+Adju)|s1:WayX(Conj+Pred+Subj+Cmpl)|s1:InfC(Pred+Subj),E
Tanakh.Torah.Genesis.32.26,s0:Way0(Conj+Pred)|s0:xQt0(Conj+Nega+Pred+Cmpl)|s1:Way0(Conj+Pred+Cmpl)|s2:WayX(Conj+Pred+Subj)|s2:InfC(PreS+Cmpl),E
Tanakh.Torah.Genesis.32.27,s0:Way0(Conj+Pred)|s1:ZIm0(PreO)|s2:xQtX(Conj+Pred+Subj)|s3:Way0(Conj+Pred)|s4:xYq0(Nega+PreO)|s5:xQt0(Conj+PreO),E
Tanakh.Torah.Genesis.32.28,s0:Way0(Conj+Pred+Cmpl)|s1:NmCl(PreC+Subj)|s2:Way0(Conj+Pred)|s3:NmCl(PreC),E
Tanakh.Torah.Genesis.32.29,s0:Way0(Conj+Pred)|s1:xYqX(Nega+Objc+Pred+Modi+Subj)|s1:Ellp(Conj+Objc)|s2:xQt0(Conj+Pred+Cmpl)|s3:Way0(Conj+Pred),E
Tanakh.Torah.Genesis.32.30,s0:WayX(Conj+Pred+Subj)|s1:Way0(Conj+Pred)|s2:ZIm0(Pred+Intj+Objc)|s3:Way0(Conj+Pred)|s4:xYq0(Ques+Pred+Cmpl)|s5:Way0(Conj+Pred+Objc+Loca),E
Tanakh.Torah.Genesis.32.31,s0:WayX(Conj+Pred+Subj+Objc+Objc)|s1:xQt0(Conj+Pred+Objc+Modi)|s2:WayX(Conj+Pred+Subj),E
Tanakh.Torah.Genesis.32.32,s0:WayX(Conj+Pred+Cmpl+Subj)|s0:xQt0(Conj+Pred+Objc)|s1:Ptcp(Conj+Subj+PreC+Cmpl),E
Tanakh.Torah.Genesis.32.33,s0:xYqX(Adju+Nega+Pred+Subj+Objc+Time)|s0:NmCl(Rela+PreC)|s1:xQt0(Conj+Pred+Cmpl),E
Tanakh.Torah.Genesis.33.1,s0:WayX(Conj+Pred+Subj+Objc)|s1:Way0(Conj+Pred)|s2:Ptcp(Conj+Intj+Subj+PreC)|s3:NmCl(Conj+PreC+Subj)|s4:Way0(Conj+Pred+Objc+Cmpl),E
Tanakh.Torah.Genesis.33.2,s0:Way0(Conj+Pred+Objc+Cmpl)|s0:Ellp(Conj+Objc+Cmpl)|s0:Ellp(Conj+Objc+Cmpl),E
Tanakh.Torah.Genesis.33.3,s0:WXQt(Conj+Subj+Pred+Cmpl)|s1:Way0(Conj+Pred+Cmpl+Modi)|s1:InfC(PreS+Cmpl),E
Tanakh.Torah.Genesis.33.4,s0:WayX(Conj+Pred+Subj)|s0:InfC(PreO)|s1:Way0(Conj+PreO)|s2:Way0(Conj+Pred+Cmpl)|s3:Way0(Conj+PreO)|s4:Way0(Conj+Pred),E
Tanakh.Torah.Genesis.33.5,s0:Way0(Conj+Pred+Objc)|s1:Way0(Conj+Pred+Objc)|s2:Way0(Conj+Pred)|s3:NmCl(PreC+Subj+Cmpl)|s4:Way0(Conj+Pred)|s5:NmCl(PreC)|s5:xQtX(Rela+Pred+Subj+Objc),E
Tanakh.Torah.Genesis.33.6,s0:WayX(Conj+Pred+Subj)|s1:Way0(Conj+Pred),E
Tanakh.Torah.Genesis.33.7,s0:WayX(Conj+Pred+Subj)|s1:Way0(Conj+Pred)|s2:WxQX(Conj+Time+Pred+Subj)|s3:Way0(Conj+Pred),E
Tanakh.Torah.Genesis.33.8,s0:Way0(Conj+Pred)|s1:NmCl(PreC+Cmpl+Subj)|s1:xQt0(Rela+Pred)|s2:Way0(Conj+Pred)|s3:InfC(Pred+Objc+Cmpl),E
Tanakh.Torah.Genesis.33.9,s0:WayX(Conj+Pred+Subj)|s1:NmCl(Exst+PreC+Subj)|s1:Voct(Voct)|s2:ZYqX(Pred+PreC)|s2:NmCl(Rela+PreC),E
Tanakh.Torah.Genesis.33.10,s0:WayX(Conj+Pred+Subj)|s1:NmCl(Nega+Intj)|s2:xQt0(Conj+Intj+Pred+Objc+Cmpl)|s3:WQt0(Conj+Pred+Objc+Cmpl)|s4:xQt0(Conj+Adju+Pred+Objc)|s4:InfC(Pred+Objc)|s5:Way0(Conj+PreO),E
Tanakh.Torah.Genesis.33.11,s0:ZIm0(Pred+Intj+Objc)|s0:xQt0(Rela+Pred+Cmpl)|s1:xQtX(Conj+PreO+Subj)|s2:NmCl(Conj+Conj+Exst+PreC+Subj)|s3:Way0(Conj+Pred+Cmpl)|s4:Way0(Conj+Pred),E
Tanakh.Torah.Genesis.33.12,s0:Way0(Conj+Pred)|s1:ZYq0(Pred)|s2:WYq0(Conj+Pred)|s3:WYq0(Conj+Pred+Cmpl),E
Tanakh.Torah.Genesis.33.13,s0:Way0(Conj+Pred+Cmpl)|s1:Ptcp(Subj+PreC)|s1:AjCl(Conj+Subj+PreC)|s1:Ptcp(Conj+Subj+PreC+Cmpl)|s2:WQt0(Conj+PreO+Time)|s3:WQtX(Conj+Pred+Subj),E
Tanakh.Torah.Genesis.33.14,s0:ZYqX(Pred+Intj+Subj+Cmpl)|s1:WXYq(Conj+Subj+Pred+Adju+Adju)|s1:NmCl(Rela+PreC)|s1:xYq0(Conj+Pred+Cmpl),E
Tanakh.Torah.Genesis.33.15,s0:WayX(Conj+Pred+Subj)|s1:ZYq0(Pred+Intj+Cmpl+Cmpl)|s1:NmCl(Rela+PreC)|s2:Way0(Conj+Pred)|s3:xYq0(Ques+Pred+Objc+Cmpl),E
Tanakh.Torah.Genesis.33.16,s0:WayX(Conj+Pred+Time+Subj+Cmpl+Cmpl),E
